F:\DATA\IMG\center_2020_10_19_14_18_34_731.jpg, F:\DATA\IMG\left_2020_10_19_14_18_34_731.jpg, F:\DATA\IMG\right_2020_10_19_14_18_34_731.jpg, -0.5698587, 1, 0, 18.17314
F:\DATA\IMG\center_2020_10_19_14_18_34_833.jpg, F:\DATA\IMG\left_2020_10_19_14_18_34_833.jpg, F:\DATA\IMG\right_2020_10_19_14_18_34_833.jpg, -0.2772282, 1, 0, 19.04805
F:\DATA\IMG\center_2020_10_19_14_18_34_933.jpg, F:\DATA\IMG\left_2020_10_19_14_18_34_933.jpg, F:\DATA\IMG\right_2020_10_19_14_18_34_933.jpg, 0, 1, 0, 20.17982
F:\DATA\IMG\center_2020_10_19_14_18_35_037.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_037.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_037.jpg, -0.3116241, 1, 0, 21.34889
F:\DATA\IMG\center_2020_10_19_14_18_35_138.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_138.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_138.jpg, -0.5739576, 1, 0, 22.14755
F:\DATA\IMG\center_2020_10_19_14_18_35_239.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_239.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_239.jpg, -0.2831031, 1, 0, 23.14013
F:\DATA\IMG\center_2020_10_19_14_18_35_343.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_343.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_343.jpg, 0, 1, 0, 24.0976
F:\DATA\IMG\center_2020_10_19_14_18_35_448.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_448.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_448.jpg, -0.0835416, 1, 0, 25.05787
F:\DATA\IMG\center_2020_10_19_14_18_35_553.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_553.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_553.jpg, 0, 1, 0, 26.01231
F:\DATA\IMG\center_2020_10_19_14_18_35_657.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_657.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_657.jpg, 0, 1, 0, 27.14692
F:\DATA\IMG\center_2020_10_19_14_18_35_761.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_761.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_761.jpg, 0, 1, 0, 28.08219
F:\DATA\IMG\center_2020_10_19_14_18_35_864.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_864.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_864.jpg, -0.1439241, 1, 0, 29.00059
F:\DATA\IMG\center_2020_10_19_14_18_35_967.jpg, F:\DATA\IMG\left_2020_10_19_14_18_35_967.jpg, F:\DATA\IMG\right_2020_10_19_14_18_35_967.jpg, -0.4468309, 1, 0, 29.78989
F:\DATA\IMG\center_2020_10_19_14_18_36_066.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_066.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_066.jpg, -0.7439464, 1, 0, 30.11112
F:\DATA\IMG\center_2020_10_19_14_18_36_168.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_168.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_168.jpg, -0.8986568, 1, 0, 30.10552
F:\DATA\IMG\center_2020_10_19_14_18_36_270.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_270.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_270.jpg, -0.6094586, 1, 0, 30.18771
F:\DATA\IMG\center_2020_10_19_14_18_36_372.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_372.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_372.jpg, -0.2976899, 1, 0, 30.20252
F:\DATA\IMG\center_2020_10_19_14_18_36_473.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_473.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_473.jpg, -0.005277161, 1, 0, 30.18527
F:\DATA\IMG\center_2020_10_19_14_18_36_577.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_577.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_577.jpg, 0, 1, 0, 30.18824
F:\DATA\IMG\center_2020_10_19_14_18_36_680.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_680.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_680.jpg, 0, 1, 0, 30.18926
F:\DATA\IMG\center_2020_10_19_14_18_36_783.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_783.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_783.jpg, 0.0830418, 1, 0, 30.18416
F:\DATA\IMG\center_2020_10_19_14_18_36_888.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_888.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_888.jpg, 0, 1, 0, 30.1897
F:\DATA\IMG\center_2020_10_19_14_18_36_990.jpg, F:\DATA\IMG\left_2020_10_19_14_18_36_990.jpg, F:\DATA\IMG\right_2020_10_19_14_18_36_990.jpg, 0, 1, 0, 30.18669
F:\DATA\IMG\center_2020_10_19_14_18_37_090.jpg, F:\DATA\IMG\left_2020_10_19_14_18_37_090.jpg, F:\DATA\IMG\right_2020_10_19_14_18_37_090.jpg, 0.2603346, 1, 0, 30.17358
F:\DATA\IMG\center_2020_10_19_14_18_37_196.jpg, F:\DATA\IMG\left_2020_10_19_14_18_37_196.jpg, F:\DATA\IMG\right_2020_10_19_14_18_37_196.jpg, 0.6176491, 1, 0, 30.12725
F:\DATA\IMG\center_2020_10_19_14_18_37_298.jpg, F:\DATA\IMG\left_2020_10_19_14_18_37_298.jpg, F:\DATA\IMG\right_2020_10_19_14_18_37_298.jpg, 0.3107916, 1, 0, 30.18108
F:\DATA\IMG\center_2020_10_19_14_18_37_402.jpg, F:\DATA\IMG\left_2020_10_19_14_18_37_402.jpg, F:\DATA\IMG\right_2020_10_19_14_18_37_402.jpg, 0.01409344, 1, 0, 30.18241
F:\DATA\IMG\center_2020_10_19_14_18_37_506.jpg, F:\DATA\IMG\left_2020_10_19_14_18_37_506.jpg, F:\DATA\IMG\right_2020_10_19_14_18_37_506.jpg, 0, 1, 0, 30.18226
F:\DATA\IMG\center_2020_10_19_14_18_37_608.jpg, F:\DATA\IMG\left_2020_10_19_14_18_37_608.jpg, F:\DATA\IMG\right_2020_10_19_14_18_37_608.jpg, 0, 1, 0, 30.19151
F:\DATA\IMG\center_2020_10_19_14_18_37_714.jpg, F:\DATA\IMG\left_2020_10_19_14_18_37_714.jpg, F:\DATA\IMG\right_2020_10_19_14_18_37_714.jpg, 0, 1, 0, 30.19131
F:\DATA\IMG\center_2020_10_19_14_18_37_815.jpg, F:\DATA\IMG\left_2020_10_19_14_18_37_815.jpg, F:\DATA\IMG\right_2020_10_19_14_18_37_815.jpg, -0.3034509, 1, 0, 30.16944
F:\DATA\IMG\center_2020_10_19_14_18_37_917.jpg, F:\DATA\IMG\left_2020_10_19_14_18_37_917.jpg, F:\DATA\IMG\right_2020_10_19_14_18_37_917.jpg, -0.4652493, 1, 0, 30.156
F:\DATA\IMG\center_2020_10_19_14_18_38_017.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_017.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_017.jpg, -0.1651044, 1, 0, 30.19335
F:\DATA\IMG\center_2020_10_19_14_18_38_120.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_120.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_120.jpg, 0, 1, 0, 30.18851
F:\DATA\IMG\center_2020_10_19_14_18_38_221.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_221.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_221.jpg, 0, 1, 0, 30.18997
F:\DATA\IMG\center_2020_10_19_14_18_38_323.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_323.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_323.jpg, 0, 1, 0, 30.19369
F:\DATA\IMG\center_2020_10_19_14_18_38_426.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_426.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_426.jpg, 0, 1, 0, 30.19094
F:\DATA\IMG\center_2020_10_19_14_18_38_528.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_528.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_528.jpg, 0, 1, 0, 30.18822
F:\DATA\IMG\center_2020_10_19_14_18_38_633.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_633.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_633.jpg, 0, 1, 0, 30.19118
F:\DATA\IMG\center_2020_10_19_14_18_38_733.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_733.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_733.jpg, 0, 1, 0, 30.19013
F:\DATA\IMG\center_2020_10_19_14_18_38_838.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_838.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_838.jpg, -0.0418671, 1, 0, 30.19012
F:\DATA\IMG\center_2020_10_19_14_18_38_941.jpg, F:\DATA\IMG\left_2020_10_19_14_18_38_941.jpg, F:\DATA\IMG\right_2020_10_19_14_18_38_941.jpg, -0.3376113, 1, 0, 30.16321
F:\DATA\IMG\center_2020_10_19_14_18_39_042.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_042.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_042.jpg, -0.05784986, 1, 0, 30.19106
F:\DATA\IMG\center_2020_10_19_14_18_39_147.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_147.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_147.jpg, 0, 1, 0, 30.18794
F:\DATA\IMG\center_2020_10_19_14_18_39_248.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_248.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_248.jpg, 0, 1, 0, 30.1908
F:\DATA\IMG\center_2020_10_19_14_18_39_349.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_349.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_349.jpg, 0, 1, 0, 30.19016
F:\DATA\IMG\center_2020_10_19_14_18_39_454.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_454.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_454.jpg, -0.0753984, 1, 0, 30.18957
F:\DATA\IMG\center_2020_10_19_14_18_39_557.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_557.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_557.jpg, -0.3842118, 1, 0, 30.15747
F:\DATA\IMG\center_2020_10_19_14_18_39_659.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_659.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_659.jpg, -0.2960001, 1, 0, 30.18659
F:\DATA\IMG\center_2020_10_19_14_18_39_761.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_761.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_761.jpg, 0, 1, 0, 30.18699
F:\DATA\IMG\center_2020_10_19_14_18_39_862.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_862.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_862.jpg, 0, 1, 0, 30.18973
F:\DATA\IMG\center_2020_10_19_14_18_39_966.jpg, F:\DATA\IMG\left_2020_10_19_14_18_39_966.jpg, F:\DATA\IMG\right_2020_10_19_14_18_39_966.jpg, 0, 1, 0, 30.19017
F:\DATA\IMG\center_2020_10_19_14_18_40_071.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_071.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_071.jpg, 0, 1, 0, 30.19007
F:\DATA\IMG\center_2020_10_19_14_18_40_171.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_171.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_171.jpg, 0, 1, 0, 30.19054
F:\DATA\IMG\center_2020_10_19_14_18_40_271.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_271.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_271.jpg, 0, 1, 0, 30.18878
F:\DATA\IMG\center_2020_10_19_14_18_40_373.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_373.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_373.jpg, 0, 1, 0, 30.19048
F:\DATA\IMG\center_2020_10_19_14_18_40_473.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_473.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_473.jpg, -0.1362198, 1, 0, 30.18507
F:\DATA\IMG\center_2020_10_19_14_18_40_575.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_575.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_575.jpg, -0.170982, 1, 0, 30.18881
F:\DATA\IMG\center_2020_10_19_14_18_40_675.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_675.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_675.jpg, 0, 1, 0, 30.18942
F:\DATA\IMG\center_2020_10_19_14_18_40_777.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_777.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_777.jpg, 0, 1, 0, 30.19018
F:\DATA\IMG\center_2020_10_19_14_18_40_881.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_881.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_881.jpg, 0, 1, 0, 30.1903
F:\DATA\IMG\center_2020_10_19_14_18_40_984.jpg, F:\DATA\IMG\left_2020_10_19_14_18_40_984.jpg, F:\DATA\IMG\right_2020_10_19_14_18_40_984.jpg, 0, 1, 0, 30.19033
F:\DATA\IMG\center_2020_10_19_14_18_41_088.jpg, F:\DATA\IMG\left_2020_10_19_14_18_41_088.jpg, F:\DATA\IMG\right_2020_10_19_14_18_41_088.jpg, 0, 1, 0, 30.19029
F:\DATA\IMG\center_2020_10_19_14_18_41_189.jpg, F:\DATA\IMG\left_2020_10_19_14_18_41_189.jpg, F:\DATA\IMG\right_2020_10_19_14_18_41_189.jpg, 0, 1, 0, 30.1903
F:\DATA\IMG\center_2020_10_19_14_18_41_294.jpg, F:\DATA\IMG\left_2020_10_19_14_18_41_294.jpg, F:\DATA\IMG\right_2020_10_19_14_18_41_294.jpg, -0.0758643, 1, 0, 30.1889
F:\DATA\IMG\center_2020_10_19_14_18_41_397.jpg, F:\DATA\IMG\left_2020_10_19_14_18_41_397.jpg, F:\DATA\IMG\right_2020_10_19_14_18_41_397.jpg, -0.383862, 1, 0, 30.15693
F:\DATA\IMG\center_2020_10_19_14_18_41_497.jpg, F:\DATA\IMG\left_2020_10_19_14_18_41_497.jpg, F:\DATA\IMG\right_2020_10_19_14_18_41_497.jpg, -0.08315847, 1, 0, 30.19114
F:\DATA\IMG\center_2020_10_19_14_18_41_604.jpg, F:\DATA\IMG\left_2020_10_19_14_18_41_604.jpg, F:\DATA\IMG\right_2020_10_19_14_18_41_604.jpg, 0, 1, 0, 30.18965
F:\DATA\IMG\center_2020_10_19_14_18_41_705.jpg, F:\DATA\IMG\left_2020_10_19_14_18_41_705.jpg, F:\DATA\IMG\right_2020_10_19_14_18_41_705.jpg, 0, 1, 0, 30.19023
F:\DATA\IMG\center_2020_10_19_14_18_41_807.jpg, F:\DATA\IMG\left_2020_10_19_14_18_41_807.jpg, F:\DATA\IMG\right_2020_10_19_14_18_41_807.jpg, 0, 1, 0, 30.19028
F:\DATA\IMG\center_2020_10_19_14_18_41_907.jpg, F:\DATA\IMG\left_2020_10_19_14_18_41_907.jpg, F:\DATA\IMG\right_2020_10_19_14_18_41_907.jpg, 0, 1, 0, 30.19029
F:\DATA\IMG\center_2020_10_19_14_18_42_008.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_008.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_008.jpg, -0.1467771, 1, 0, 30.18456
F:\DATA\IMG\center_2020_10_19_14_18_42_113.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_113.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_113.jpg, -0.2369354, 1, 0, 30.183
F:\DATA\IMG\center_2020_10_19_14_18_42_217.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_217.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_217.jpg, 0, 1, 0, 30.18953
F:\DATA\IMG\center_2020_10_19_14_18_42_322.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_322.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_322.jpg, -0.1877124, 1, 0, 30.184
F:\DATA\IMG\center_2020_10_19_14_18_42_425.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_425.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_425.jpg, -0.2892024, 1, 0, 30.18049
F:\DATA\IMG\center_2020_10_19_14_18_42_526.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_526.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_526.jpg, 0, 1, 0, 30.18823
F:\DATA\IMG\center_2020_10_19_14_18_42_631.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_631.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_631.jpg, 0, 1, 0, 30.18995
F:\DATA\IMG\center_2020_10_19_14_18_42_732.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_732.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_732.jpg, -0.256221, 1, 0, 30.17757
F:\DATA\IMG\center_2020_10_19_14_18_42_832.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_832.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_832.jpg, -0.04759227, 1, 0, 30.191
F:\DATA\IMG\center_2020_10_19_14_18_42_938.jpg, F:\DATA\IMG\left_2020_10_19_14_18_42_938.jpg, F:\DATA\IMG\right_2020_10_19_14_18_42_938.jpg, 0, 1, 0, 30.19011
F:\DATA\IMG\center_2020_10_19_14_18_43_041.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_041.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_041.jpg, 0, 1, 0, 30.19048
F:\DATA\IMG\center_2020_10_19_14_18_43_144.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_144.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_144.jpg, 0, 1, 0, 30.19034
F:\DATA\IMG\center_2020_10_19_14_18_43_247.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_247.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_247.jpg, 0, 1, 0, 30.18969
F:\DATA\IMG\center_2020_10_19_14_18_43_352.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_352.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_352.jpg, 0, 1, 0, 30.19032
F:\DATA\IMG\center_2020_10_19_14_18_43_454.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_454.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_454.jpg, -0.0426237, 1, 0, 30.18986
F:\DATA\IMG\center_2020_10_19_14_18_43_557.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_557.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_557.jpg, -0.3489105, 1, 0, 30.16159
F:\DATA\IMG\center_2020_10_19_14_18_43_658.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_658.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_658.jpg, -0.04640009, 1, 0, 30.19051
F:\DATA\IMG\center_2020_10_19_14_18_43_759.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_759.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_759.jpg, 0, 1, 0, 30.1899
F:\DATA\IMG\center_2020_10_19_14_18_43_863.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_863.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_863.jpg, 0, 1, 0, 30.19024
F:\DATA\IMG\center_2020_10_19_14_18_43_964.jpg, F:\DATA\IMG\left_2020_10_19_14_18_43_964.jpg, F:\DATA\IMG\right_2020_10_19_14_18_43_964.jpg, 0, 1, 0, 30.1903
F:\DATA\IMG\center_2020_10_19_14_18_44_066.jpg, F:\DATA\IMG\left_2020_10_19_14_18_44_066.jpg, F:\DATA\IMG\right_2020_10_19_14_18_44_066.jpg, 0, 1, 0, 30.1904
F:\DATA\IMG\center_2020_10_19_14_18_44_166.jpg, F:\DATA\IMG\left_2020_10_19_14_18_44_166.jpg, F:\DATA\IMG\right_2020_10_19_14_18_44_166.jpg, 0, 1, 0, 30.19033
F:\DATA\IMG\center_2020_10_19_14_18_44_268.jpg, F:\DATA\IMG\left_2020_10_19_14_18_44_268.jpg, F:\DATA\IMG\right_2020_10_19_14_18_44_268.jpg, 0, 1, 0, 30.1903
F:\DATA\IMG\center_2020_10_19_14_18_44_371.jpg, F:\DATA\IMG\left_2020_10_19_14_18_44_371.jpg, F:\DATA\IMG\right_2020_10_19_14_18_44_371.jpg, 0, 1, 0, 30.19033
